gene	TGFb_t24_FDR	TGFb_t24_logFC	TGFb_t48_FDR	TGFb_t48_logFC	TGFb_t72_FDR	TGFb_t72_logFC	Thrombin_t24_FDR	Thrombin_t24_logFC	Thrombin_t48_FDR	Thrombin_t48_logFC	Thrombin_t72_FDR	Thrombin_t72_logFC
ENSG00000031003					 5.639e-77	 1.021e+00					2.309e-102	 1.263e+00
ENSG00000070081											1.345e-123	 1.206e+00
ENSG00000128342			 9.352e-89	 2.259e+00	3.833e-107	 1.997e+00	 1.595e-69	 1.486e+00	 0.000e+00	 3.694e+00	3.001e-224	 2.575e+00
ENSG00000198796	 1.775e-73	 1.185e+00	1.715e-177	 1.560e+00					7.113e-296	 1.712e+00		
ENSG00000272661									 1.009e-14	-1.043e+00		
ENSG00000109854											1.526e-102	 1.262e+00
ENSG00000175063					 3.919e-43	-3.385e+00					 6.322e-37	-2.657e+00
ENSG00000188573					 5.457e-32	 1.930e+00					 1.954e-35	 1.924e+00
ENSG00000080031	 6.349e-20	-1.334e+00			 1.578e-40	 1.077e+00					5.956e-119	 1.652e+00
ENSG00000163661			2.178e-149	 1.539e+00	1.019e-161	 2.238e+00			 0.000e+00	 2.097e+00	2.231e-177	 2.362e+00
ENSG00000121753					 8.529e-44	-1.991e+00			 8.571e-55	-1.468e+00	1.337e-144	-3.169e+00
ENSG00000261652			 3.917e-05	 1.141e+00	 1.475e-05	 1.012e+00					 4.321e-10	 1.234e+00
ENSG00000257167											 1.099e-05	-1.323e+00
ENSG00000143479					5.712e-281	 2.202e+00					 0.000e+00	 2.386e+00
ENSG00000083857											 2.032e-69	 1.134e+00
ENSG00000079459					2.314e-120	-1.161e+00						
ENSG00000276116					 3.119e-24	-1.713e+00					 3.024e-49	-2.263e+00
ENSG00000122958											5.784e-116	 1.089e+00
ENSG00000172403											6.210e-171	-1.762e+00
ENSG00000270048									 5.579e-06	-1.502e+00		
ENSG00000168078					 1.527e-31	-3.460e+00					 5.309e-34	-3.122e+00
ENSG00000008311											 3.873e-77	-1.046e+00
ENSG00000225783							 8.171e-28	-1.463e+00	2.632e-316	-2.434e+00	9.132e-218	-3.176e+00
ENSG00000197885											 7.800e-40	 1.099e+00
ENSG00000133706									4.671e-158	 1.011e+00		
ENSG00000143387									6.272e-102	-1.272e+00	6.179e-110	-1.436e+00
ENSG00000115594					 1.509e-76	-1.067e+00					1.087e-303	-2.131e+00
ENSG00000185339	2.679e-103	-1.041e+00										
ENSG00000233223											 3.849e-10	-1.022e+00
ENSG00000234741											 2.439e-86	 1.087e+00
ENSG00000182054					 2.516e-87	-1.518e+00					1.394e-155	-1.878e+00
ENSG00000172731					 7.587e-32	-1.391e+00					 1.766e-24	-1.422e+00
ENSG00000259803	 1.738e-42	 1.517e+00					 4.364e-26	 1.153e+00				
ENSG00000176749											 1.902e-17	 1.193e+00
ENSG00000174371											 2.668e-05	-1.296e+00
ENSG00000184227											 2.802e-20	-1.007e+00
ENSG00000235636			 3.138e-06	 1.027e+00	 2.360e-15	 1.255e+00			 1.182e-14	 1.293e+00		
ENSG00000137574					 4.810e-92	 1.163e+00					4.929e-106	 1.268e+00
ENSG00000099840											 5.965e-22	-1.283e+00
ENSG00000171227	 3.655e-70	-2.302e+00	 1.004e-70	-2.314e+00	 2.845e-81	-4.673e+00	 3.201e-26	-1.191e+00	1.060e-109	-2.501e+00	 1.369e-99	-5.653e+00
ENSG00000109099					4.316e-108	-1.328e+00			1.469e-197	-1.259e+00	3.305e-143	-1.569e+00
ENSG00000273388									 1.500e-11	 1.326e+00		
ENSG00000072786									4.932e-163	 1.090e+00		
ENSG00000198719			 6.095e-22	-1.059e+00	 2.529e-31	-1.490e+00			 3.645e-75	-1.881e+00	 8.888e-80	-2.654e+00
ENSG00000006042					3.896e-116	-1.214e+00					3.334e-137	-1.214e+00
ENSG00000135976											 6.058e-46	-1.061e+00
ENSG00000185033					 8.174e-98	-1.491e+00					5.312e-101	-1.391e+00
ENSG00000240350									 1.283e-11	-1.235e+00	 1.163e-12	-1.672e+00
ENSG00000235194											 8.839e-33	-1.064e+00
ENSG00000119900									1.284e-135	 1.055e+00		
ENSG00000125821											5.471e-111	 1.348e+00
ENSG00000198542			1.967e-251	 1.579e+00					6.428e-257	 1.520e+00		
ENSG00000158555					 2.719e-48	-1.409e+00					 2.778e-65	-1.807e+00
ENSG00000167641					2.944e-100	-2.364e+00					2.262e-161	-2.040e+00
ENSG00000176853											8.199e-120	 1.131e+00
ENSG00000182796									5.764e-107	-1.000e+00	 2.169e-81	-1.415e+00
ENSG00000111275					 5.932e-95	-1.025e+00						
ENSG00000123453					 1.177e-40	-1.352e+00					 3.709e-44	-1.421e+00
ENSG00000140830					 1.632e-50	 1.159e+00					 1.165e-45	 1.056e+00
ENSG00000111186	 6.075e-63	 1.134e+00	 8.028e-60	 1.168e+00					 2.146e-91	 1.237e+00		
ENSG00000196072					3.595e-109	 1.191e+00					3.025e-141	 1.370e+00
ENSG00000134278					1.740e-164	 1.307e+00					1.617e-261	 1.681e+00
ENSG00000123374					 3.763e-36	-1.059e+00					 8.586e-44	-1.111e+00
ENSG00000101911					 1.998e-86	-1.349e+00					 1.682e-99	-1.742e+00
ENSG00000167604											 9.948e-11	-1.104e+00
ENSG00000182667			 8.236e-56	 1.644e+00	1.381e-220	 2.870e+00			1.318e-112	 2.056e+00	7.816e-187	 3.024e+00
ENSG00000131171					2.374e-111	-1.144e+00					1.967e-120	-1.500e+00
ENSG00000123610			3.035e-165	 1.564e+00	2.802e-208	 1.636e+00			3.923e-144	 1.249e+00	1.764e-116	 1.353e+00
ENSG00000138135	 1.264e-16	-1.079e+00										
ENSG00000166313			 1.928e-74	-1.070e+00					1.644e-176	-1.226e+00		
ENSG00000141425											7.624e-129	 1.133e+00
ENSG00000173846			 1.162e-75	 1.057e+00					4.880e-209	 1.526e+00		
ENSG00000120063											6.020e-103	 1.038e+00
ENSG00000230397									 3.366e-06	-1.727e+00	 1.982e-07	-1.731e+00
ENSG00000132326					 4.629e-82	 1.282e+00			 5.861e-70	 1.117e+00	 2.227e-80	 1.219e+00
ENSG00000100116											 3.034e-55	-1.103e+00
ENSG00000106823	 3.445e-08	-1.007e+00			 3.582e-94	-1.798e+00	 3.566e-07	-1.018e+00			3.521e-104	-1.971e+00
ENSG00000158163											 1.258e-32	-1.095e+00
ENSG00000081087					4.869e-120	 1.029e+00					7.488e-185	 1.409e+00
ENSG00000268521											 8.122e-05	-1.270e+00
ENSG00000262454									 3.296e-05	-1.126e+00	 2.121e-08	-1.510e+00
ENSG00000148516											 1.358e-91	-1.114e+00
ENSG00000091972									4.964e-133	 1.543e+00		
ENSG00000150636									 2.114e-86	-1.078e+00	 1.321e-30	-1.109e+00
ENSG00000170382	 1.450e-13	-3.058e+00	 0.000e+00	-3.114e+00	7.381e-215	-5.650e+00	 1.544e-10	-2.488e+00	 0.000e+00	-5.154e+00	9.752e-268	-7.734e+00
ENSG00000182584					 9.648e-10	-1.199e+00					 6.597e-16	-1.606e+00
ENSG00000143067					1.191e-121	 1.185e+00					7.725e-144	 1.223e+00
ENSG00000025708			 6.794e-94	 1.012e+00	3.857e-116	 1.254e+00			9.152e-167	 1.218e+00		
ENSG00000120437					1.423e-316	-2.625e+00					8.899e-283	-2.643e+00
ENSG00000276043					 1.155e-18	-1.573e+00					 1.673e-17	-1.411e+00
ENSG00000135679					3.761e-220	 1.666e+00					 0.000e+00	 2.060e+00
ENSG00000137193					1.838e-222	-1.640e+00					3.139e-100	-1.084e+00
ENSG00000262601					 3.740e-16	-1.442e+00					 6.125e-28	-2.162e+00
ENSG00000166292	1.872e-224	-1.983e+00	4.546e-159	-1.712e+00	2.516e-145	-2.087e+00	7.536e-185	-1.801e+00	 0.000e+00	-2.255e+00	1.172e-215	-2.963e+00
ENSG00000135111											 1.237e-77	-1.076e+00
ENSG00000090520											 3.260e-97	 1.078e+00
ENSG00000164107			4.153e-160	-1.299e+00	1.367e-175	-2.244e+00			5.498e-263	-1.436e+00	3.188e-282	-3.078e+00
ENSG00000182934											2.063e-109	 1.226e+00
ENSG00000142657											2.052e-111	-1.085e+00
ENSG00000073331					5.528e-108	 1.233e+00					1.020e-116	 1.279e+00
ENSG00000196739					2.632e-105	-1.523e+00					1.603e-211	-2.046e+00
ENSG00000100311					 2.825e-38	-2.299e+00	 2.474e-65	 2.419e+00	1.337e-275	 3.156e+00		
ENSG00000255121					 6.062e-10	-1.455e+00					 3.043e-12	-1.563e+00
ENSG00000004399					3.795e-118	-1.341e+00					7.710e-250	-1.817e+00
ENSG00000132965	 1.391e-17	 1.653e+00	 2.269e-17	 1.395e+00			 2.692e-08	 1.257e+00			 4.742e-13	-2.031e+00
ENSG00000204634	6.123e-119	-2.042e+00	 4.674e-57	-1.425e+00	 5.159e-71	-1.114e+00			 4.184e-49	-1.124e+00	3.570e-156	-1.766e+00
ENSG00000125089			1.695e-102	 1.287e+00					2.305e-207	 1.653e+00		
ENSG00000109265	 1.250e-13	-1.094e+00	 1.268e-49	-1.044e+00					 2.561e-92	-1.423e+00		
ENSG00000134440									1.688e-306	 1.364e+00	 4.544e-79	 1.045e+00
ENSG00000196139	 3.070e-50	-1.345e+00	 2.105e-72	-1.019e+00			 2.868e-49	-1.301e+00	3.927e-173	-1.786e+00		
ENSG00000074842					 1.828e-80	 1.135e+00					3.456e-132	 1.502e+00
ENSG00000197208					 1.452e-14	 1.196e+00			 8.672e-56	 1.447e+00	 1.705e-35	 1.665e+00
ENSG00000179954					 3.345e-96	-1.308e+00					 0.000e+00	-2.556e+00
ENSG00000168781					 1.052e-64	 1.419e+00					 1.559e-85	 1.599e+00
ENSG00000117228									1.790e-145	 1.120e+00		
ENSG00000280143					 7.993e-48	-1.480e+00	 2.808e-84	 1.881e+00	 0.000e+00	 2.530e+00	 2.099e-32	-1.183e+00
ENSG00000159176									 0.000e+00	 1.571e+00		
ENSG00000161888					 5.804e-61	-4.142e+00					 3.684e-58	-3.570e+00
ENSG00000196365			5.587e-191	 1.183e+00					 0.000e+00	 1.445e+00		
ENSG00000107984			 3.771e-54	-1.571e+00								
ENSG00000205403									 1.790e-53	-1.017e+00	 6.189e-71	-1.411e+00
ENSG00000175040									5.914e-180	 1.520e+00	2.516e-140	 1.558e+00
ENSG00000113407			1.082e-224	 1.318e+00	 9.297e-88	 1.008e+00			 0.000e+00	 1.731e+00	1.946e-140	 1.256e+00
ENSG00000224259			 7.563e-68	 2.344e+00					1.186e-117	 2.623e+00	 4.276e-82	 1.199e+00
ENSG00000197381					9.293e-123	-1.289e+00					 7.923e-87	-1.189e+00
ENSG00000107731			 0.000e+00	 2.699e+00	7.777e-120	 1.608e+00			 0.000e+00	 2.846e+00	 9.816e-90	 1.347e+00
ENSG00000226950											 1.026e-35	-1.086e+00
ENSG00000165757											2.587e-110	-1.024e+00
ENSG00000104635					 9.509e-97	 1.097e+00			1.036e-210	 1.219e+00	3.309e-158	 1.422e+00
ENSG00000185347											 6.904e-16	-1.198e+00
ENSG00000261737											 3.435e-05	-1.101e+00
ENSG00000148180											4.896e-138	-1.263e+00
ENSG00000172432			1.471e-185	 1.307e+00					 0.000e+00	 1.809e+00		
ENSG00000100889			 0.000e+00	 3.284e+00					 0.000e+00	 3.767e+00		
ENSG00000179715									 3.417e-70	 1.504e+00		
ENSG00000054598					1.312e-101	 1.713e+00					 2.905e-90	 1.575e+00
ENSG00000118369					 6.475e-82	-1.046e+00					 3.318e-91	-1.247e+00
ENSG00000150687					 0.000e+00	-2.115e+00					 0.000e+00	-2.421e+00
ENSG00000189001			 6.230e-13	-1.293e+00	 4.478e-23	-1.781e+00			 2.719e-16	-1.085e+00	 5.132e-36	-2.051e+00
ENSG00000223891									 1.668e-28	-1.495e+00		
ENSG00000204314					 4.191e-12	-1.092e+00			 7.469e-93	-1.603e+00	 2.953e-30	-1.843e+00
ENSG00000029153									 7.112e-55	 1.319e+00		
ENSG00000277548					 1.477e-06	 1.904e+00					 7.138e-09	 2.058e+00
ENSG00000167703					 1.040e-46	-1.119e+00			1.012e-139	-1.228e+00	 3.189e-97	-1.895e+00
ENSG00000184254									2.387e-224	-1.814e+00		
ENSG00000111206					 4.534e-57	-2.013e+00					 3.114e-66	-1.909e+00
ENSG00000072110									 0.000e+00	 1.599e+00		
ENSG00000253958									 1.498e-16	-1.052e+00		
ENSG00000064300			 2.926e-52	-1.743e+00	9.326e-279	-3.426e+00			1.132e-104	-2.404e+00	 0.000e+00	-3.928e+00
ENSG00000250961					 4.400e-31	-3.838e+00	 1.021e-11	-1.104e+00	 1.907e-20	-1.338e+00	 5.635e-34	-3.876e+00
ENSG00000162496	 2.876e-61	 1.216e+00										
ENSG00000180787					 1.071e-27	 1.103e+00						
ENSG00000143891					6.968e-124	 1.613e+00					 1.145e-60	 1.279e+00
ENSG00000177025											 6.656e-05	 1.071e+00
ENSG00000106976					 4.249e-57	-1.469e+00			 1.042e-56	-1.535e+00	3.500e-143	-2.928e+00
ENSG00000186654			 1.414e-40	-1.033e+00	 1.383e-64	-2.108e+00			1.500e-107	-1.619e+00	 8.697e-60	-1.912e+00
ENSG00000260549											 3.007e-18	-1.163e+00
ENSG00000214402	 5.033e-09	-2.507e+00	 1.256e-80	-1.690e+00	 3.103e-77	-1.926e+00			 0.000e+00	-3.102e+00	 8.515e-94	-2.439e+00
ENSG00000159761											 1.552e-15	-1.793e+00
ENSG00000080503											2.149e-159	-1.416e+00
ENSG00000184937			 1.250e-54	-1.084e+00	 5.535e-93	-1.812e+00			 5.820e-86	-1.111e+00	 4.996e-81	-1.770e+00
ENSG00000156486	 4.968e-40	-1.779e+00	 1.191e-64	-1.267e+00	5.335e-157	-2.429e+00	 4.262e-26	-1.370e+00	1.305e-195	-2.258e+00	 0.000e+00	-4.575e+00
ENSG00000157557					 1.272e-76	 1.019e+00					2.242e-216	 1.702e+00
ENSG00000164342	 1.052e-23	-1.051e+00										
ENSG00000247095					3.739e-126	-2.654e+00						
ENSG00000164056	2.762e-123	-1.405e+00	3.686e-184	-1.467e+00	 0.000e+00	-2.476e+00	 7.827e-67	-1.002e+00	3.666e-258	-1.837e+00	 0.000e+00	-3.078e+00
ENSG00000136859											1.375e-140	-1.380e+00
ENSG00000133398					1.280e-102	 1.140e+00					1.212e-133	 1.367e+00
ENSG00000108733											 2.132e-43	 1.122e+00
ENSG00000128805					 1.491e-55	-1.324e+00					 4.770e-68	-1.217e+00
ENSG00000094963	 8.058e-37	-3.187e+00	 0.000e+00	-2.834e+00	1.700e-248	-3.049e+00			 0.000e+00	-2.115e+00	 0.000e+00	-3.705e+00
ENSG00000183077											 8.021e-40	-1.137e+00
ENSG00000162687	 2.082e-09	-1.059e+00										
ENSG00000267886	 3.780e-06	 1.016e+00									 1.296e-08	-4.215e+00
ENSG00000184635					 4.132e-14	-1.403e+00					 3.186e-17	-1.634e+00
ENSG00000112972					6.470e-167	-1.618e+00					2.496e-126	-1.387e+00
ENSG00000144655					 9.504e-51	 1.099e+00			3.353e-120	 1.282e+00	 7.743e-52	 1.117e+00
ENSG00000132837					 7.762e-50	 1.712e+00					 1.477e-47	 1.679e+00
ENSG00000075643			 2.538e-54	 1.400e+00	2.571e-215	 1.962e+00			 2.441e-95	 1.569e+00	5.552e-267	 2.168e+00
ENSG00000183287			 0.000e+00	-1.989e+00	2.619e-298	-2.346e+00			 0.000e+00	-1.719e+00	 0.000e+00	-2.973e+00
ENSG00000270189									 1.662e-21	-1.296e+00		
ENSG00000177283	 1.223e-57	 1.261e+00										
ENSG00000151014											 5.529e-38	 1.121e+00
ENSG00000105750											 6.477e-13	-1.280e+00
ENSG00000113389	 1.214e-22	-1.270e+00	 6.656e-35	-1.016e+00	1.593e-106	-2.331e+00			7.301e-105	-1.455e+00	1.418e-262	-3.765e+00
ENSG00000244055									 1.503e-09	-1.430e+00		
ENSG00000087303					2.167e-152	-1.457e+00					 5.294e-72	-1.036e+00
ENSG00000184207					 6.205e-32	-1.086e+00					 7.068e-45	-1.135e+00
ENSG00000257698											 4.526e-23	 1.123e+00
ENSG00000079150					 5.658e-46	-1.099e+00					1.187e-106	-1.645e+00
ENSG00000144677											1.687e-121	-1.142e+00
ENSG00000153246					9.288e-190	-1.608e+00					3.577e-221	-1.985e+00
ENSG00000006025											 1.315e-55	-1.443e+00
ENSG00000101400					 1.511e-98	-1.361e+00					 1.662e-91	-1.197e+00
ENSG00000139625					 8.339e-81	-1.053e+00			7.008e-217	-1.191e+00	7.690e-129	-1.432e+00
ENSG00000234231											 1.245e-14	 1.058e+00
ENSG00000170004					 3.335e-90	-1.128e+00					6.056e-193	-1.469e+00
ENSG00000196507			 3.844e-68	-1.026e+00	2.100e-143	-1.457e+00					7.830e-129	-1.412e+00
ENSG00000068489					 5.511e-53	-2.278e+00					 1.152e-47	-1.933e+00
ENSG00000166033									 4.419e-99	-1.247e+00	1.025e-286	-1.823e+00
ENSG00000111674					1.061e-114	-1.906e+00						
ENSG00000185480											 1.150e-07	-1.015e+00
ENSG00000104765					 4.624e-83	-1.072e+00			7.626e-168	-1.072e+00		
ENSG00000160447					 1.614e-12	-1.275e+00					 1.697e-14	-1.077e+00
ENSG00000067113					5.862e-133	-1.808e+00			 0.000e+00	-1.762e+00	3.454e-145	-1.893e+00
ENSG00000186638					 2.895e-07	-1.017e+00						
ENSG00000119655											9.984e-134	-1.117e+00
ENSG00000168067					 9.349e-51	-1.337e+00					 5.647e-42	-1.312e+00
ENSG00000166986			 0.000e+00	 1.875e+00					 0.000e+00	 2.304e+00		
ENSG00000077942					3.437e-166	-1.812e+00			9.218e-245	-1.783e+00	 0.000e+00	-3.231e+00
ENSG00000196569									7.273e-115	-1.134e+00		
ENSG00000141068									8.806e-120	 1.123e+00		
ENSG00000133048									 3.966e-11	-1.507e+00	 6.082e-57	-2.830e+00
ENSG00000170271	 1.463e-59	-1.947e+00	 1.493e-44	-1.040e+00	2.403e-120	-2.221e+00	 3.885e-33	-1.399e+00	5.871e-192	-1.911e+00	1.079e-225	-3.584e+00
ENSG00000203875											 3.982e-83	 1.062e+00
ENSG00000152439									 1.757e-51	 1.193e+00		
ENSG00000155368					2.363e-131	-1.212e+00					1.677e-104	-1.186e+00
ENSG00000221643					 6.771e-14	-3.784e+00					 1.421e-09	-2.766e+00
ENSG00000163909	 5.474e-16	 1.617e+00	4.699e-269	 3.068e+00	 2.744e-13	 1.284e+00	 1.261e-12	 1.427e+00	 2.263e-83	 2.015e+00		
ENSG00000130600			2.964e-231	-1.859e+00	 0.000e+00	-3.968e+00	 1.799e-90	-1.020e+00	 0.000e+00	-2.415e+00	 0.000e+00	-5.123e+00
ENSG00000226423					 2.566e-19	 4.413e+00					 4.646e-25	 4.665e+00
ENSG00000137310					 4.197e-56	-2.379e+00					 1.519e-64	-2.282e+00
ENSG00000140525					 2.366e-35	-1.191e+00					 1.526e-49	-1.392e+00
ENSG00000133169											 2.836e-15	 1.443e+00
ENSG00000141682			 4.686e-83	 1.396e+00	3.756e-151	 1.676e+00			1.589e-285	 2.113e+00	6.502e-311	 2.201e+00
ENSG00000065328					 1.453e-20	-3.754e+00					 1.615e-22	-3.641e+00
ENSG00000132329			 8.677e-11	-1.017e+00	 1.062e-47	-2.180e+00	 5.110e-07	 1.132e+00			 2.423e-86	-2.874e+00
ENSG00000204371											 6.738e-65	-1.006e+00
ENSG00000160284					 1.163e-55	-1.475e+00					 4.679e-86	-2.064e+00
ENSG00000048162									1.744e-101	 1.133e+00		
ENSG00000235217									 1.673e-27	-1.154e+00	 1.131e-19	-1.313e+00
ENSG00000111339			 1.800e-51	-1.668e+00	2.315e-126	-4.247e+00			 7.216e-45	-1.356e+00	1.123e-126	-3.865e+00
ENSG00000164430											 2.720e-26	 1.028e+00
ENSG00000147408											 2.468e-21	-1.013e+00
ENSG00000136636											 2.216e-85	-1.005e+00
ENSG00000166347			9.926e-294	-1.674e+00	9.706e-159	-2.117e+00			 0.000e+00	-1.842e+00	2.019e-168	-2.249e+00
ENSG00000182704											 8.586e-76	 1.053e+00
ENSG00000259291					 3.131e-14	-1.238e+00					 1.841e-21	-1.737e+00
ENSG00000143630									 1.335e-41	-1.520e+00		
ENSG00000243176					 3.610e-31	 2.856e+00					 1.044e-65	 3.492e+00
ENSG00000108639											 4.152e-36	 1.094e+00
ENSG00000125965					 2.846e-43	-1.623e+00					 5.772e-40	-1.373e+00
ENSG00000139269			5.649e-117	 6.947e+00	 1.524e-37	 1.742e+00			5.188e-187	 7.136e+00	 3.576e-70	 2.440e+00
ENSG00000266010									 2.236e-15	-1.450e+00	 2.369e-17	-1.440e+00
ENSG00000259807					 2.119e-45	-1.975e+00			 8.658e-74	-1.371e+00	 8.644e-43	-1.722e+00
ENSG00000090020					 0.000e+00	 2.029e+00			6.758e-108	 1.052e+00	8.579e-311	 2.068e+00
ENSG00000174564			 1.419e-66	 2.474e+00	3.740e-144	 1.914e+00			3.633e-154	 2.787e+00	5.200e-179	 2.118e+00
ENSG00000174327					 1.638e-33	-2.213e+00					 1.003e-30	-1.807e+00
ENSG00000067715					 2.234e-74	 1.818e+00					2.898e-156	 2.617e+00
ENSG00000137463	 1.556e-16	-1.178e+00			 1.006e-41	-2.728e+00					 5.999e-34	-2.118e+00
ENSG00000085840					 2.557e-07	-1.952e+00					 1.829e-08	-1.883e+00
ENSG00000144821			 2.867e-48	 3.665e+00	8.419e-285	 2.855e+00			 1.508e-84	 3.908e+00	6.815e-225	 2.647e+00
ENSG00000153976	 7.423e-50	 1.011e+00										
ENSG00000134668			 3.685e-58	 1.096e+00					7.598e-142	 1.623e+00		
ENSG00000258947					 1.711e-12	-1.460e+00					 4.661e-19	-2.144e+00
ENSG00000276101									 7.631e-05	-1.342e+00	 7.782e-08	-1.706e+00
ENSG00000266714	 2.454e-21	-1.458e+00										
ENSG00000240602			 1.274e-06	-1.607e+00	 8.102e-12	-4.578e+00					 9.581e-06	-2.240e+00
ENSG00000141258											 2.150e-94	-1.111e+00
ENSG00000205364					 5.647e-09	-1.135e+00					 1.178e-23	-2.107e+00
ENSG00000187605					 2.483e-94	 1.000e+00					 2.254e-92	 1.007e+00
ENSG00000162738					 1.473e-42	-1.308e+00					 7.646e-82	-1.972e+00
ENSG00000146555	 9.111e-52	-1.037e+00	2.705e-154	-1.527e+00			 6.901e-49	-1.097e+00	7.984e-253	-1.740e+00	 9.458e-62	-1.009e+00
ENSG00000255176											 1.065e-16	-1.251e+00
ENSG00000172348			 1.967e-29	-1.060e+00	 9.440e-19	-2.925e+00			 3.576e-97	-2.037e+00	 9.865e-17	-2.198e+00
ENSG00000177679					 2.157e-30	-1.317e+00			 2.967e-27	-1.025e+00	 1.247e-75	-2.227e+00
ENSG00000095303			5.889e-260	 1.366e+00	 6.000e-55	-1.166e+00			3.396e-158	 1.152e+00	1.803e-128	-1.798e+00
ENSG00000148303											7.619e-133	-1.351e+00
ENSG00000147852			 8.606e-48	 1.276e+00					6.568e-244	 2.192e+00		
ENSG00000166402			 1.007e-50	-1.301e+00	 9.415e-62	-1.711e+00			2.362e-115	-1.904e+00	 1.290e-96	-2.455e+00
ENSG00000121440	 1.674e-08	-1.201e+00	9.811e-114	-1.649e+00	 6.020e-38	-1.340e+00	 6.604e-09	-1.181e+00	2.822e-275	-2.929e+00	6.070e-135	-3.039e+00
ENSG00000074047			9.977e-111	 1.060e+00					1.457e-162	 1.241e+00	 3.738e-63	-1.090e+00
ENSG00000161544	1.317e-202	-1.316e+00										
ENSG00000115163					 1.090e-08	-1.467e+00			 3.973e-14	 1.170e+00	 8.996e-08	-1.200e+00
ENSG00000143324											1.432e-101	 1.124e+00
ENSG00000103257	2.390e-146	 1.889e+00	 0.000e+00	 3.794e+00	 8.729e-56	 1.068e+00	 2.695e-47	 1.107e+00	 0.000e+00	 4.526e+00	 1.423e-90	 1.421e+00
ENSG00000065534					 4.284e-40	-1.285e+00			2.675e-225	 1.624e+00	 2.980e-42	-1.201e+00
ENSG00000271011					 4.073e-05	 1.233e+00					 8.682e-07	 1.368e+00
ENSG00000121895			 2.722e-14	 1.131e+00					6.629e-106	 2.313e+00	 2.869e-60	 2.061e+00
ENSG00000197646											 1.420e-57	 1.010e+00
ENSG00000182492			7.923e-141	 1.625e+00								
ENSG00000179222					4.633e-271	-1.891e+00					 0.000e+00	-2.316e+00
ENSG00000152377	4.273e-182	 1.356e+00	 0.000e+00	 2.136e+00	6.075e-302	 1.928e+00			 8.030e-87	 1.106e+00	3.307e-140	 1.871e+00
ENSG00000077152					 1.967e-07	-1.053e+00						
ENSG00000240065					1.544e-148	 1.405e+00					2.059e-231	 1.708e+00
ENSG00000149451	 2.695e-36	-1.523e+00	 9.988e-76	-1.020e+00	8.570e-225	-2.266e+00			 0.000e+00	-1.771e+00	 0.000e+00	-3.351e+00
ENSG00000178913											1.915e-116	 1.101e+00
ENSG00000112902					 3.666e-92	-1.318e+00			1.783e-227	-1.290e+00	9.093e-286	-2.367e+00
ENSG00000174804											1.788e-206	 1.406e+00
ENSG00000197415					 3.192e-58	 1.124e+00					 5.296e-60	 1.208e+00
ENSG00000272941									 6.583e-09	-1.095e+00		
ENSG00000137962					2.855e-297	-1.837e+00						
ENSG00000110881					3.167e-121	-2.343e+00			4.411e-113	-1.670e+00	5.139e-206	-3.928e+00
ENSG00000151131											 2.854e-17	 1.013e+00
ENSG00000198517									3.633e-147	 1.188e+00	 4.844e-72	 1.060e+00
ENSG00000229692									 1.185e-06	-1.084e+00		
ENSG00000274370					 1.225e-15	-1.538e+00					 1.223e-14	-1.287e+00
ENSG00000167799					 3.620e-16	-1.629e+00					 2.722e-26	-2.239e+00
ENSG00000090861			1.265e-276	 1.431e+00					 0.000e+00	 1.660e+00		
ENSG00000110318									 1.482e-55	-1.299e+00		
ENSG00000105516	 7.429e-23	-1.391e+00			 7.410e-17	-1.285e+00	 4.945e-25	-1.528e+00	2.031e-116	-2.102e+00	 1.849e-22	-1.543e+00
ENSG00000166562					 7.545e-92	 1.475e+00					4.070e-211	 2.120e+00
ENSG00000248632											 2.369e-11	 1.210e+00
ENSG00000158473					 5.873e-43	 1.618e+00			 2.726e-29	-1.018e+00	 9.720e-46	 1.340e+00
ENSG00000010278			 5.700e-64	-1.409e+00	3.002e-146	-2.865e+00					 1.074e-89	-2.043e+00
ENSG00000261270			 1.025e-05	 1.251e+00					 9.393e-22	 1.712e+00		
ENSG00000113810											 8.082e-66	-1.069e+00
ENSG00000214439									 1.148e-07	-1.199e+00	 4.339e-06	-1.128e+00
ENSG00000179604			3.247e-109	-1.042e+00	2.512e-106	-1.241e+00						
ENSG00000232956					2.399e-161	 1.494e+00			 1.664e-70	 1.221e+00	1.419e-180	 1.607e+00
